catchment,year,trap_number,date_in,date_out,daysout_number,dryleaf_g,dryother_g,organicleaf_gperm2,organicother_gperm2
34L,1999,10,1999-06-01,1999-06-21,21,0.38,1.22,0.61,2.05
34L,1999,1,1999-05-11,1999-05-31,21,0.21,0.7,0.33,1.18
34L,1999,2,1999-05-11,1999-05-31,21,0.39,0.79,0.64,1.34
34L,1999,3,1999-05-11,1999-05-31,21,0.47,0.76,0.76,1.29
34L,1999,4,1999-05-11,1999-05-31,21,0.78,0.96,1.26,1.61
34L,1999,5,1999-05-11,1999-05-31,21,0.14,1.95,0.22,3.28
34L,1999,6,1999-05-11,1999-05-31,21,0.41,1.38,0.67,2.33
34L,1999,7,1999-05-11,1999-05-31,21,0.73,0.95,1.19,1.6
34L,1999,8,1999-05-11,1999-05-31,21,0.33,1.64,0.53,2.77
34L,1999,9,1999-05-11,1999-05-31,21,2.52,0.81,4.09,1.36
34L,1999,10,1999-05-11,1999-05-31,21,0.52,2.35,0.85,3.96
34L,1999,1,1999-10-26,1999-11-15,21,34.18,0.53,55.46,0.89
34L,1999,2,1999-10-26,1999-11-15,21,1.06,0.2,1.72,0.34
34L,1999,3,1999-10-26,1999-11-15,21,7.33,3.73,11.89,6.29
34L,1999,4,1999-10-26,1999-11-15,21,3.45,1.57,5.6,2.64
34L,1999,5,1999-10-26,1999-11-15,21,5.52,0.38,8.96,0.64
34L,1999,6,1999-10-26,1999-11-15,21,1.21,0.03,1.96,0.04
34L,1999,7,1999-10-26,1999-11-15,21,2.47,0.14,4.01,0.23
34L,1999,8,1999-10-26,1999-11-15,21,2.35,0.82,3.81,1.39
34L,1999,9,1999-10-26,1999-11-15,21,2.17,0.17,3.52,0.29
34L,1999,10,1999-10-26,1999-11-15,21,6.67,0.38,10.82,0.64
34L,1999,1,1999-09-14,1999-10-04,21,1.43,0.46,2.32,0.77
34L,1999,2,1999-09-14,1999-10-04,21,4.29,0.58,6.96,0.99
34L,1999,3,1999-09-14,1999-10-04,21,2.85,NA,4.62,NA
34L,1999,4,1999-09-14,1999-10-04,21,6.74,0.95,10.94,1.61
34L,1999,5,1999-09-14,1999-10-04,21,3.2,0.62,5.19,1.04
34L,1999,6,1999-09-14,1999-10-04,21,2.4,1.28,3.89,2.16
34L,1999,7,1999-09-14,1999-10-04,21,3.89,0.86,6.31,1.45
34L,1999,8,1999-09-14,1999-10-04,21,4.3,2.68,6.98,4.51
34L,1999,9,1999-09-14,1999-10-04,21,3.9,1.69,6.33,2.86
34L,1999,10,1999-09-14,1999-10-04,21,0.71,2.54,1.15,4.28
34L,1999,1,1999-08-24,1999-09-13,21,2.54,0.31,4.12,0.53
34L,1999,2,1999-08-24,1999-09-13,21,9.99,0.49,16.21,0.82
34L,1999,3,1999-08-24,1999-09-13,21,0.05,37.99,0.08,64.06
34L,1999,4,1999-08-24,1999-09-13,21,3.35,1.97,5.44,3.32
34L,1999,5,1999-08-24,1999-09-13,21,5.72,0.32,9.28,0.53
34L,1999,6,1999-08-24,1999-09-13,21,5.18,0.42,8.41,0.7
34L,1999,7,1999-08-24,1999-09-13,21,6.16,0.74,10,1.25
34L,1999,8,1999-08-24,1999-09-13,21,8.35,1.73,13.55,2.92
34L,1999,9,1999-08-24,1999-09-13,21,3.55,0.3,5.76,0.5
34L,1999,10,1999-08-24,1999-09-13,21,8.26,1.14,13.4,1.93
34L,2000,1,2000-07-29,2000-08-18,21,1.3,0.01,2.11,0.02
34L,2000,2,2000-07-29,2000-08-18,21,0.34,0.72,0.55,1.21
34L,2000,3,2000-07-29,2000-08-18,21,0.52,0.09,0.84,0.15
34L,2000,4,2000-07-29,2000-08-18,21,0.64,0.05,1.04,0.08
34L,2000,5,2000-07-29,2000-08-18,21,0.78,0.05,1.27,0.08
34L,2000,6,2000-07-29,2000-08-18,21,1.03,0.31,1.67,0.52
34L,2000,7,2000-07-29,2000-08-18,21,0.86,NA,1.4,NA
34L,2000,8,2000-07-29,2000-08-18,21,0.31,0.17,0.5,0.29
34L,2000,9,2000-07-29,2000-08-18,21,1.64,0.04,2.66,0.07
34L,2000,10,2000-07-29,2000-08-18,21,0.34,0.41,0.55,0.69
34L,2000,1,2000-07-11,2000-07-31,21,0.31,0.2,0.5,0.34
34L,2000,2,2000-07-11,2000-07-31,21,0.48,0.04,0.78,0.07
34L,2000,3,2000-07-11,2000-07-31,21,0.3,0.19,0.49,0.32
34L,2000,4,2000-07-11,2000-07-31,21,0.58,0.29,0.94,0.49
34L,2000,5,2000-07-11,2000-07-31,21,0.69,0.33,1.12,0.56
34L,2000,6,2000-07-11,2000-07-31,21,0.84,0.2,1.36,0.34
34L,2000,7,2000-07-11,2000-07-31,21,0.08,0.18,0.13,0.3
34L,2000,8,2000-07-11,2000-07-31,21,0.1,0.14,0.16,0.24
34L,2000,9,2000-07-11,2000-07-31,21,0.31,0.35,0.5,0.59
34L,2000,10,2000-07-11,2000-07-31,21,0.67,0.09,1.09,0.15
34L,2000,1,2000-06-26,2000-07-16,21,0.15,0.13,0.24,0.22
34L,2000,2,2000-06-26,2000-07-16,21,0.02,0.01,0.03,0.02
34L,2000,3,2000-06-26,2000-07-16,21,0.23,0.22,0.37,0.37
34L,2000,4,2000-06-26,2000-07-16,21,0.91,0.44,1.48,0.74
34L,2000,5,2000-06-26,2000-07-16,21,0.36,1.04,0.58,1.75
34L,2000,6,2000-06-26,2000-07-16,21,0.09,0.27,0.15,0.46
34L,2000,7,2000-06-26,2000-07-16,21,0.82,0.2,1.33,0.34
34L,2000,8,2000-06-26,2000-07-16,21,0.02,0.05,0.03,0.08
34L,2000,9,2000-06-26,2000-07-16,21,0.1,0.08,0.16,0.13
34L,2000,10,2000-06-26,2000-07-16,21,0.05,0.58,0.08,0.98
34L,2000,1,2000-05-30,2000-06-19,21,0.74,0.47,1.2,0.79
34L,2000,2,2000-05-30,2000-06-19,21,0.37,0.15,0.6,0.25
34L,2000,3,2000-05-30,2000-06-19,21,1.46,1.19,2.37,2.01
34L,2000,4,2000-05-30,2000-06-19,21,1.27,1.06,2.06,1.79
34L,2000,5,2000-05-30,2000-06-19,21,0.16,2.43,0.26,4.1
34L,2000,6,2000-05-30,2000-06-19,21,0.42,1.1,0.68,1.85
34L,2000,7,2000-05-30,2000-06-19,21,0.86,0.6,1.4,1.01
34L,2000,8,2000-05-30,2000-06-19,21,0.36,0.56,0.58,0.94
34L,2000,9,2000-05-30,2000-06-19,21,0.69,0.91,1.12,1.53
34L,2000,10,2000-05-30,2000-06-19,21,0.32,1.99,0.52,3.36
34L,2000,1,2000-05-16,2000-06-05,21,1.23,0.26,2,0.44
34L,2000,2,2000-05-16,2000-06-05,21,0.28,0.12,0.45,0.2
34L,2000,3,2000-05-16,2000-06-05,21,0.36,0.41,0.58,0.69
34L,2000,4,2000-05-16,2000-06-05,21,0.47,0.39,0.76,0.66
34L,2000,5,2000-05-16,2000-06-05,21,0.21,0.83,0.34,1.4
34L,2000,6,2000-05-16,2000-06-05,21,0.19,0.53,0.31,0.89
34L,2000,7,2000-05-16,2000-06-05,21,0.25,0.75,0.41,1.26
34L,2000,8,2000-05-16,2000-06-05,21,0.37,0.61,0.6,1.03
34L,2000,9,2000-05-16,2000-06-05,21,0.91,0.45,1.48,0.76
34L,2000,10,2000-05-16,2000-06-05,21,0.72,0.73,1.17,1.23
34L,2000,1,2000-10-20,2000-11-09,21,0.59,NA,0.96,NA
34L,2000,2,2000-10-20,2000-11-09,21,2,0.06,3.25,0.1
34L,2000,3,2000-10-20,2000-11-09,21,1.77,NA,2.87,NA
34L,2000,4,2000-10-20,2000-11-09,21,0.87,0.16,1.41,0.27
34L,2000,5,2000-10-20,2000-11-09,21,0.78,NA,1.27,NA
34L,2000,6,2000-10-20,2000-11-09,21,0.63,NA,1.02,NA
34L,2000,7,2000-10-20,2000-11-09,21,0.35,NA,0.57,NA
34L,2000,8,2000-10-20,2000-11-09,21,0.12,NA,0.19,NA
34L,2000,9,2000-10-20,2000-11-09,21,1.94,NA,3.15,NA
34L,2000,10,2000-10-20,2000-11-09,21,1.42,NA,2.3,NA
34L,2000,1,2000-09-29,2000-10-19,21,59.44,NA,96.45,NA
34L,2000,2,2000-09-29,2000-10-19,21,22.95,NA,37.24,NA
34L,2000,3,2000-09-29,2000-10-19,21,32.02,0.78,51.96,1.32
34L,2000,4,2000-09-29,2000-10-19,21,33.82,NA,54.88,NA
34L,2000,5,2000-09-29,2000-10-19,21,53.77,NA,87.25,NA
34L,2000,6,2000-09-29,2000-10-19,21,49,NA,79.51,NA
34L,2000,7,2000-09-29,2000-10-19,21,38.55,NA,62.55,NA
34L,2000,8,2000-09-29,2000-10-19,21,73.12,0.42,118.65,0.71
34L,2000,9,2000-09-29,2000-10-19,21,35.52,NA,57.64,NA
34L,2000,10,2000-09-29,2000-10-19,21,52.26,NA,84.8,NA
34L,2000,1,2000-08-18,2000-09-07,21,1.43,1.18,2.32,1.99
34L,2000,2,2000-08-18,2000-09-07,21,3.92,0.55,6.36,0.93
34L,2000,3,2000-08-18,2000-09-07,21,0.33,0.31,0.54,0.52
34L,2000,4,2000-08-18,2000-09-07,21,1.59,0.29,2.58,0.49
34L,2000,5,2000-08-18,2000-09-07,21,0.9,0.04,1.46,0.07
34L,2000,6,2000-08-18,2000-09-07,21,2.97,NA,4.82,NA
34L,2000,7,2000-08-18,2000-09-07,21,1.73,0.02,2.81,0.03
34L,2000,8,2000-08-18,2000-09-07,21,6.17,NA,10.01,NA
34L,2000,9,2000-08-18,2000-09-07,21,2.12,NA,3.44,NA
34L,2000,10,2000-08-18,2000-09-07,21,3.9,1.1,6.33,1.85
34L,2000,1,2000-09-08,2000-09-28,21,19.05,0.09,30.91,0.15
34L,2000,2,2000-09-08,2000-09-28,21,13.98,0.13,22.68,0.22
34L,2000,3,2000-09-08,2000-09-28,21,6.15,0.27,9.98,0.46
34L,2000,4,2000-09-08,2000-09-28,21,14.76,0.28,23.95,0.47
34L,2000,5,2000-09-08,2000-09-28,21,21.02,0.1,34.11,0.17
34L,2000,6,2000-09-08,2000-09-28,21,20,0.02,32.45,0.03
34L,2000,7,2000-09-08,2000-09-28,21,20.97,0.03,34.03,0.05
34L,2000,8,2000-09-08,2000-09-28,21,20,0.61,32.45,1.03
34L,2000,9,2000-09-08,2000-09-28,21,17.5,1,28.4,1.69
34L,2000,10,2000-09-08,2000-09-28,21,25.79,0.64,41.85,1.08
34M,1996,1,1996-07-27,1996-08-16,21,3.2531,0.5861,5.2786,0.9883
34M,1996,2,1996-07-27,1996-08-16,21,1.8261,0.5509,2.9631,0.929
34M,1996,3,1996-07-27,1996-08-16,21,0.6346,0.2558,1.0297,0.4313
34M,1996,4,1996-07-27,1996-08-16,21,0.4295,0.3004,0.6969,0.5066
34M,1996,5,1996-07-27,1996-08-16,21,0.6121,1.3753,0.9932,2.3191
34M,1996,6,1996-07-27,1996-08-16,21,0.4205,0.7611,0.6823,1.2834
34M,1996,7,1996-07-27,1996-08-16,21,1.2125,0.1066,1.9675,0.1798
34M,1996,8,1996-07-27,1996-08-16,21,1.5425,0.1219,2.5029,0.2056
34M,1996,9,1996-07-27,1996-08-16,21,0.6284,0.5639,1.0197,0.9509
34M,1996,10,1996-07-27,1996-08-16,21,0.6255,0.1483,1.015,0.2501
34M,1996,1,1996-10-01,1996-10-21,21,86.44,7.9123,140.2611,13.3423
34M,1996,2,1996-10-01,1996-10-21,21,70.67,36.0378,114.6721,60.7696
34M,1996,3,1996-10-01,1996-10-21,21,68.06,9.4294,110.437,15.9006
34M,1996,4,1996-10-01,1996-10-21,21,73.54,8.4956,119.3291,14.3259
34M,1996,5,1996-10-01,1996-10-21,21,80.85,8.4458,131.1906,14.2419
34M,1996,6,1996-10-01,1996-10-21,21,79.03,9.3621,128.2374,15.7871
34M,1996,7,1996-10-01,1996-10-21,21,81.07,10.1144,131.5475,17.0557
34M,1996,8,1996-10-01,1996-10-21,21,66.39,12.1403,107.7272,20.4719
34M,1996,9,1996-10-01,1996-10-21,21,92.45,10.8591,150.0132,18.3114
34M,1996,10,1996-10-01,1996-10-21,21,86.65,9.4315,140.6019,15.9041
34M,1996,1,1996-09-07,1996-09-27,21,5.9897,0.8806,9.7191,1.4849
34M,1996,2,1996-09-07,1996-09-27,21,18.3517,1.4435,29.7782,2.4341
34M,1996,3,1996-09-07,1996-09-27,21,20.9433,1.1968,33.9835,2.0181
34M,1996,4,1996-09-07,1996-09-27,21,19.2705,1.2571,31.2691,2.1198
34M,1996,5,1996-09-07,1996-09-27,21,13.6475,0.9097,22.145,1.534
34M,1996,6,1996-09-07,1996-09-27,21,10.3356,4.6215,16.771,7.7931
34M,1996,7,1996-09-07,1996-09-27,21,13.0475,1.2456,21.1714,2.1004
34M,1996,8,1996-09-07,1996-09-27,21,21.3061,0.3601,34.5722,0.6072
34M,1996,9,1996-09-07,1996-09-27,21,22.6492,2.2275,36.7515,3.7562
34M,1996,10,1996-09-07,1996-09-27,21,21.4506,0.4463,34.8066,0.7526
34M,1996,1,1996-07-09,1996-07-29,21,0.1465,0.3017,0.2377,0.5087
34M,1996,2,1996-07-09,1996-07-29,21,0.5031,0.8075,0.8164,1.3617
34M,1996,3,1996-07-09,1996-07-29,21,0.2686,0.9738,0.4358,1.6421
34M,1996,4,1996-07-09,1996-07-29,21,0.2298,0.5072,0.3729,0.8553
34M,1996,5,1996-07-09,1996-07-29,21,0.347,0.8965,0.5631,1.5117
34M,1996,6,1996-07-09,1996-07-29,21,0.1675,1.2619,0.2718,2.1279
34M,1996,7,1996-07-09,1996-07-29,21,0.1425,1.1455,0.2312,1.9316
34M,1996,8,1996-07-09,1996-07-29,21,0.2274,0.211,0.369,0.3558
34M,1996,9,1996-07-09,1996-07-29,21,0.2528,0.6162,0.4102,1.0391
34M,1996,10,1996-07-09,1996-07-29,21,NA,0.564,NA,0.9511
34M,1996,1,1996-06-18,1996-07-08,21,0.4758,0.7641,0.7721,1.2885
34M,1996,2,1996-06-18,1996-07-08,21,0.4274,2.0277,0.6935,3.4193
34M,1996,3,1996-06-18,1996-07-08,21,0.1709,1.8447,0.2773,3.1107
34M,1996,4,1996-06-18,1996-07-08,21,0.0659,1.6936,0.1069,2.8559
34M,1996,5,1996-06-18,1996-07-08,21,0.6947,2.4082,1.1272,4.0609
34M,1996,6,1996-06-18,1996-07-08,21,0.8748,2.9421,1.4195,4.9612
34M,1996,7,1996-06-18,1996-07-08,21,0.3454,1.374,0.5605,2.3169
34M,1996,8,1996-06-18,1996-07-08,21,1.0346,1.3632,1.6788,2.2987
34M,1996,9,1996-06-18,1996-07-08,21,0.5402,8.7005,0.8766,14.6714
34M,1996,10,1996-06-18,1996-07-08,21,1.239,2.6758,2.0105,4.5121
34M,1996,1,1996-08-20,1996-09-09,21,2.5089,2.0822,4.071,3.5112
34M,1996,2,1996-08-20,1996-09-09,21,2.2163,1.419,3.5963,2.3928
34M,1996,3,1996-08-20,1996-09-09,21,4.3389,0.854,7.0405,1.4401
34M,1996,4,1996-08-20,1996-09-09,21,1.6418,1.5206,2.6641,2.5641
34M,1996,5,1996-08-20,1996-09-09,21,1.6276,1.3567,2.641,2.2878
34M,1996,6,1996-08-20,1996-09-09,21,2.4391,3.0587,3.9578,5.1578
34M,1996,7,1996-08-20,1996-09-09,21,7.2289,0.9918,11.7299,1.6724
34M,1996,8,1996-08-20,1996-09-09,21,3.2741,0.7533,5.3127,1.2703
34M,1996,9,1996-08-20,1996-09-09,21,2.3973,1.5277,3.89,2.5761
34M,1996,10,1996-08-20,1996-09-09,21,1.5267,0.6301,2.4773,1.0625
34M,1997,1,1997-09-20,1997-10-10,21,102.59,0.3655,166.4668,0.6163
34M,1997,2,1997-09-20,1997-10-10,21,71.7,0.8782,116.3434,1.4809
34M,1997,3,1997-09-20,1997-10-10,21,78.57,0.9261,127.4909,1.5617
34M,1997,4,1997-09-20,1997-10-10,21,75.13,2.4278,121.9091,4.0939
34M,1997,5,1997-09-20,1997-10-10,21,71.64,0.5441,116.246,0.9175
34M,1997,6,1997-09-20,1997-10-10,21,78.38,7.2722,127.1826,12.2629
34M,1997,7,1997-09-20,1997-10-10,21,96.68,0.8153,156.877,1.3748
34M,1997,8,1997-09-20,1997-10-10,21,82.45,3.1641,133.7868,5.3355
34M,1997,9,1997-09-20,1997-10-10,21,96.18,0.8087,156.0657,1.3637
34M,1997,10,1997-09-20,1997-10-10,21,83.83,1.8677,136.026,3.1495
34M,1997,1,1997-06-27,1997-07-17,21,0.1892,1.3732,0.307,2.3156
34M,1997,2,1997-06-27,1997-07-17,21,0.1731,0.8406,0.2809,1.4175
34M,1997,3,1997-06-27,1997-07-17,21,0.5474,0.5645,0.8882,0.9519
34M,1997,4,1997-06-27,1997-07-17,21,0.1914,1.1929,0.3106,2.0116
34M,1997,5,1997-06-27,1997-07-17,21,0.4267,2.363,0.6924,3.9847
34M,1997,6,1997-06-27,1997-07-17,21,0.1243,1.5347,0.2017,2.5879
34M,1997,7,1997-06-27,1997-07-17,21,0.6081,1.2161,0.9867,2.0507
34M,1997,8,1997-06-27,1997-07-17,21,0.198,0.7994,0.3213,1.348
34M,1997,9,1997-06-27,1997-07-17,21,0.0866,1.1286,0.1405,1.9031
34M,1997,10,1997-06-27,1997-07-17,21,0.0154,0.8113,0.025,1.3681
34M,1997,1,1997-08-30,1997-09-19,21,23.85,46.564,38.7,78.5197
34M,1997,2,1997-08-30,1997-09-19,21,32.8,21.5811,53.2226,36.3917
34M,1997,3,1997-08-30,1997-09-19,21,36,1.0923,58.4151,1.8419
34M,1997,4,1997-08-30,1997-09-19,21,20.39,3.2368,33.0857,5.4581
34M,1997,5,1997-08-30,1997-09-19,21,21.18,3.2142,34.3675,5.42
34M,1997,6,1997-08-30,1997-09-19,21,12.5,12.8206,20.283,21.6191
34M,1997,7,1997-08-30,1997-09-19,21,23.31,0.659,37.8238,1.1113
34M,1997,8,1997-08-30,1997-09-19,21,24.42,0.2316,39.6249,0.3905
34M,1997,9,1997-08-30,1997-09-19,21,19.02,1.7666,30.8626,2.979
34M,1997,10,1997-08-30,1997-09-19,21,17.78,0.1858,28.8506,0.3133
34M,1997,1,1997-06-06,1997-06-26,21,0.0878,1.6104,0.1425,2.7156
34M,1997,2,1997-06-06,1997-06-26,21,0.2916,2.4491,0.4732,4.1299
34M,1997,3,1997-06-06,1997-06-26,21,0.1258,2.5022,0.2041,4.2194
34M,1997,4,1997-06-06,1997-06-26,21,0.2108,3.1909,0.3421,5.3807
34M,1997,5,1997-06-06,1997-06-26,21,0.2414,3.8162,0.3917,6.4352
34M,1997,6,1997-06-06,1997-06-26,21,0.2446,6.048,0.3969,10.1986
34M,1997,7,1997-06-06,1997-06-26,21,0.1406,2.3687,0.2281,3.9943
34M,1997,8,1997-06-06,1997-06-26,21,0.1814,2.3546,0.2943,3.9705
34M,1997,9,1997-06-06,1997-06-26,21,0.5535,7.4866,0.8981,12.6245
34M,1997,10,1997-06-06,1997-06-26,21,0.5062,3.0617,0.8214,5.1629
34M,1997,1,1997-08-09,1997-08-29,21,0.2701,2.5947,0.4383,4.3754
34M,1997,2,1997-08-09,1997-08-29,21,2.525,4.3703,4.0972,7.3695
34M,1997,3,1997-08-09,1997-08-29,21,1.1916,1.8559,1.9335,3.1296
34M,1997,4,1997-08-09,1997-08-29,21,0.7523,4.165,1.2207,7.0233
34M,1997,5,1997-08-09,1997-08-29,21,0.7707,3.7571,1.2506,6.3355
34M,1997,6,1997-08-09,1997-08-29,21,0.7594,1.6734,1.2322,2.8218
34M,1997,7,1997-08-09,1997-08-29,21,1.0815,0.4165,1.7549,0.7023
34M,1997,8,1997-08-09,1997-08-29,21,1.1545,0.6621,1.8733,1.1165
34M,1997,9,1997-08-09,1997-08-29,21,0.5994,1.433,0.9726,2.4164
34M,1997,10,1997-08-09,1997-08-29,21,2.4767,0.7189,4.0188,1.2123
34M,1997,1,1997-10-11,1997-10-31,21,3.66,0.2557,5.9389,0.43120000000000003
34M,1997,2,1997-10-11,1997-10-31,21,8.55,0.7549,13.8736,1.273
34M,1997,3,1997-10-11,1997-10-31,21,9.43,0.1116,15.3015,0.1882
34M,1997,4,1997-10-11,1997-10-31,21,13.15,1.1255,21.3377,1.8979
34M,1997,5,1997-10-11,1997-10-31,21,7.3,0.1346,11.8453,0.227
34M,1997,6,1997-10-11,1997-10-31,21,3.44,0.2242,5.5819,0.3781
34M,1997,7,1997-10-11,1997-10-31,21,2.23,0.2455,3.6185,0.414
34M,1997,8,1997-10-11,1997-10-31,21,0.9622,0.2376,1.5613,0.4007
34M,1997,9,1997-10-11,1997-10-31,21,2.42,0.0715,3.9268,0.1206
34M,1997,10,1997-10-11,1997-10-31,21,1.4,0.1449,2.2717,0.2443
34M,1997,1,1997-05-17,1997-06-06,21,0.0943,6.1563,0.153,10.3812
34M,1997,2,1997-05-17,1997-06-06,21,0.0567,0.5933,0.092,1.0005
34M,1997,3,1997-05-17,1997-06-06,21,0.0719,0.5378,0.1167,0.9069
34M,1997,4,1997-05-17,1997-06-06,21,NA,0.7841,NA,1.3222
34M,1997,5,1997-05-17,1997-06-06,21,NA,0.5575,NA,0.9401
34M,1997,6,1997-05-17,1997-06-06,21,0.0105,1.4541,0.017,2.452
34M,1997,7,1997-05-17,1997-06-06,21,0.2155,0.5768,0.3497,0.9726
34M,1997,8,1997-05-17,1997-06-06,21,0.0235,0.6491,0.0381,1.0946
34M,1997,9,1997-05-17,1997-06-06,21,NA,1.5628,NA,2.6353
34M,1997,10,1997-05-17,1997-06-06,21,0.1812,1.4265,0.294,2.4055
34M,1997,1,1997-07-18,1997-08-07,21,0.2318,0.8009,0.3761,1.3505
34M,1997,2,1997-07-18,1997-08-07,21,1.012,0.5571,1.6421,0.9394
34M,1997,3,1997-07-18,1997-08-07,21,0.6085,1.6151,0.98740000000000006,2.7235
34M,1997,4,1997-07-18,1997-08-07,21,0.8848,0.5665,1.4357,0.9553
34M,1997,5,1997-07-18,1997-08-07,21,0.1124,2.7214,0.1824,4.589
34M,1997,6,1997-07-18,1997-08-07,21,0.7602,0.6486,1.2335,1.0937
34M,1997,7,1997-07-18,1997-08-07,21,0.1289,0.3937,0.2092,0.6639
34M,1997,8,1997-07-18,1997-08-07,21,0.0172,0.6644,0.0279,1.1204
34M,1997,9,1997-07-18,1997-08-07,21,0.1052,0.781,0.1707,1.317
34M,1997,10,1997-07-18,1997-08-07,21,0.268,0.4926,0.4349,0.8307
34M,1998,1,1998-08-05,1998-08-25,21,0.169,0.6698,0.2742,1.1295
34M,1998,2,1998-08-05,1998-08-25,21,2.572,0.0426,4.1734,0.0718
34M,1998,3,1998-08-05,1998-08-25,21,3.1837,1.1712,5.166,1.975
34M,1998,4,1998-08-05,1998-08-25,21,1.0917,0.206,1.7714,0.3474
34M,1998,5,1998-08-05,1998-08-25,21,1.3068,0.0717,2.1205,0.1209
34M,1998,6,1998-08-05,1998-08-25,21,1.6994,0.1007,2.7575,0.1698
34M,1998,7,1998-08-05,1998-08-25,21,1.1551,0.0468,1.8743,0.0789
34M,1998,8,1998-08-05,1998-08-25,21,0.6716,0.0626,1.0898,0.1056
34M,1998,9,1998-08-05,1998-08-25,21,1.4885,1.1035,2.4153,1.8608
34M,1998,10,1998-08-05,1998-08-25,21,2.3236,1.0508,3.7704,1.7719
34M,1998,1,1998-07-15,1998-08-04,21,2.0976,3.4566,3.4037,5.8288
34M,1998,2,1998-07-15,1998-08-04,21,3.2659,1.3232,5.2994,2.2313
34M,1998,3,1998-07-15,1998-08-04,21,1.3807,4.2152,2.2404,7.108
34M,1998,4,1998-07-15,1998-08-04,21,1.1102,13.3616,1.8015,22.5313
34M,1998,5,1998-07-15,1998-08-04,21,1.454,10.5308,2.3593,17.7578
34M,1998,6,1998-07-15,1998-08-04,21,1.035,1.986,1.6794,3.3489
34M,1998,7,1998-07-15,1998-08-04,21,1.9803,1.136,3.2133,1.9156
34M,1998,8,1998-07-15,1998-08-04,21,0.6912,0.5573,1.1216,0.9398
34M,1998,9,1998-07-15,1998-08-04,21,1.2532,2.78,2.0335,4.6878
34M,1998,10,1998-07-15,1998-08-04,21,2.4224,0.5613,3.9307,0.9465
34M,1998,1,1998-06-24,1998-07-14,21,0.7011,0.2428,1.1376,0.4094
34M,1998,2,1998-06-24,1998-07-14,21,0.5127,0.165,0.8319,0.2782
34M,1998,3,1998-06-24,1998-07-14,21,0.766,0.1132,1.2429,0.1909
34M,1998,4,1998-06-24,1998-07-14,21,0.4153,0.9637,0.6739,1.6251
34M,1998,5,1998-06-24,1998-07-14,21,0.5804,0.6849,0.9418,1.1549
34M,1998,6,1998-06-24,1998-07-14,21,0.1805,0.7648,0.2929,1.2897
34M,1998,7,1998-06-24,1998-07-14,21,0.6128,0.6804,0.9944,1.1473
34M,1998,8,1998-06-24,1998-07-14,21,0.3874,0.4013,0.6286,0.6767
34M,1998,9,1998-06-24,1998-07-14,21,0.5186,2.2488,0.8415,3.7921
34M,1998,10,1998-06-24,1998-07-14,21,0.3122,0.0914,0.5066,0.1541
34M,1998,1,1998-06-04,1998-06-24,21,0.569,0.4993,0.9233,0.842
34M,1998,2,1998-06-04,1998-06-24,21,0.5106,0.5459,0.8285,0.9205
34M,1998,3,1998-06-04,1998-06-24,21,0.4551,1.957,0.7385,3.3
34M,1998,4,1998-06-04,1998-06-24,21,0.5927,1.1955,0.9617,2.0159
34M,1998,5,1998-06-04,1998-06-24,21,0.2693,0.884,0.437,1.4907
34M,1998,6,1998-06-04,1998-06-24,21,0.2351,2.2347,0.3815,3.7683
34M,1998,7,1998-06-04,1998-06-24,21,0.3939,0.8953,0.6392,1.5097
34M,1998,8,1998-06-04,1998-06-24,21,0.5082,0.6213,0.8246,1.0477
34M,1998,9,1998-06-04,1998-06-24,21,0.0743,4.1255,0.1206,6.9567
34M,1998,10,1998-06-04,1998-06-24,21,0.3821,0.5271,0.62,0.8888
34M,1998,1,1998-05-14,1998-06-03,21,0.6488,3.7885,1.0528,6.3885
34M,1998,2,1998-05-14,1998-06-03,21,0.7498,5.0884,1.2167,8.5804
34M,1998,3,1998-05-14,1998-06-03,21,0.9635,8.3071,1.5634,14.0081
34M,1998,4,1998-05-14,1998-06-03,21,0.5018,9.0048,0.8142,15.1846
34M,1998,5,1998-05-14,1998-06-03,21,0.471,9.3002,0.7643,15.6827
34M,1998,6,1998-05-14,1998-06-03,21,0.5324,8.7876,0.8639,14.8183
34M,1998,7,1998-05-14,1998-06-03,21,0.5173,8.8085,0.8394,14.8535
34M,1998,8,1998-05-14,1998-06-03,21,0.6453,5.1597,1.0471,8.7007
34M,1998,9,1998-05-14,1998-06-03,21,0.901,7.6584,1.462,12.9142
34M,1998,10,1998-05-14,1998-06-03,21,2.2931,5.4129,3.7209,9.1276
34M,1998,1,1998-10-06,1998-10-26,21,22.32,0.9779,36.2174,1.649
34M,1998,2,1998-10-06,1998-10-26,21,15.93,9.26,25.8487,15.6149
34M,1998,3,1998-10-06,1998-10-26,21,20.14,3.5486,32.68,5.9839
34M,1998,4,1998-10-06,1998-10-26,21,19.5,1.3753,31.6415,2.3191
34M,1998,5,1998-10-06,1998-10-26,21,28.51,0.4199,46.2615,0.7081
34M,1998,6,1998-10-06,1998-10-26,21,28.51,18.9226,46.2615,31.9087
34M,1998,7,1998-10-06,1998-10-26,21,23.87,1.3212,38.7325,2.2279
34M,1998,8,1998-10-06,1998-10-26,21,13.11,0.6929,21.2728,1.1684
34M,1998,9,1998-10-06,1998-10-26,21,11.71,1.7203,19.0011,2.9009
34M,1998,10,1998-10-06,1998-10-26,21,12.26,0.6233,19.8936,1.0511
34M,1998,1,1998-09-16,1998-10-06,21,87.09,6.5265,141.3158,11.0055
34M,1998,2,1998-09-16,1998-10-06,21,64.71,39.84,105.0011,67.1812
