"year","species","treatment","replicate","abundance"
1997,"Limnophila","medium",10,0
1997,"Molophilus","control",1,1
1997,"Molophilus","control",2,2
1997,"Molophilus","control",3,0
1997,"Molophilus","control",4,0
1997,"Molophilus","control",5,0
1997,"Molophilus","control",6,0
1997,"Molophilus","control",7,0
1997,"Molophilus","control",8,0
1997,"Molophilus","control",9,0
1997,"Molophilus","control",10,0
1997,"Molophilus","high",1,0
1997,"Molophilus","high",2,0
1997,"Molophilus","high",3,0
1997,"Molophilus","high",4,0
1997,"Molophilus","high",5,4
1997,"Molophilus","high",6,0
1997,"Molophilus","high",7,0
1997,"Molophilus","high",8,0
1997,"Molophilus","high",9,0
1997,"Molophilus","high",10,0
1997,"Molophilus","low",1,0
1997,"Molophilus","low",2,1
1997,"Molophilus","low",3,0
1997,"Molophilus","low",4,1
1997,"Molophilus","low",5,4
1997,"Molophilus","low",6,2
1997,"Molophilus","low",7,3
1997,"Molophilus","low",8,0
1997,"Molophilus","low",9,0
1997,"Molophilus","low",10,3
1997,"Molophilus","medium",1,1
1997,"Molophilus","medium",2,0
1997,"Molophilus","medium",3,0
1997,"Molophilus","medium",4,0
1997,"Molophilus","medium",5,0
1997,"Molophilus","medium",6,0
1997,"Molophilus","medium",7,0
1997,"Molophilus","medium",8,0
1997,"Molophilus","medium",9,0
1997,"Molophilus","medium",10,0
1997,"Nemoura","control",1,0
1997,"Nemoura","control",2,0
1997,"Nemoura","control",3,0
1997,"Nemoura","control",4,0
1997,"Nemoura","control",5,0
1997,"Nemoura","control",6,0
1997,"Nemoura","control",7,0
1997,"Nemoura","control",8,0
1997,"Nemoura","control",9,1
1997,"Nemoura","control",10,0
1997,"Nemoura","high",1,2
1997,"Nemoura","high",2,0
1997,"Nemoura","high",3,0
1997,"Nemoura","high",4,0
1997,"Nemoura","high",5,2
1997,"Nemoura","high",6,0
1997,"Nemoura","high",7,1
1997,"Nemoura","high",8,0
1997,"Nemoura","high",9,0
1997,"Nemoura","high",10,0
1997,"Nemoura","low",1,13
1997,"Nemoura","low",2,9
1997,"Nemoura","low",3,6
1997,"Nemoura","low",4,14
1997,"Nemoura","low",5,4
1997,"Nemoura","low",6,14
1997,"Nemoura","low",7,9
1997,"Nemoura","low",8,1
1997,"Nemoura","low",9,5
1997,"Nemoura","low",10,7
1997,"Nemoura","medium",1,0
1997,"Nemoura","medium",2,4
1997,"Nemoura","medium",3,3
1997,"Nemoura","medium",4,0
1997,"Nemoura","medium",5,1
1997,"Nemoura","medium",6,3
1997,"Nemoura","medium",7,0
1997,"Nemoura","medium",8,0
1997,"Nemoura","medium",9,5
1997,"Nemoura","medium",10,2
1997,"Neophylax","control",1,0
1997,"Neophylax","control",2,0
1997,"Neophylax","control",3,0
1997,"Neophylax","control",4,0
1997,"Neophylax","control",5,1
1997,"Neophylax","control",6,0
1997,"Neophylax","control",7,0
1997,"Neophylax","control",8,0
1997,"Neophylax","control",9,0
1997,"Neophylax","control",10,2
1997,"Neophylax","high",1,0
1997,"Neophylax","high",2,0
1997,"Neophylax","high",3,0
1997,"Neophylax","high",4,0
1997,"Neophylax","high",5,0
1997,"Neophylax","high",6,0
1997,"Neophylax","high",7,0
1997,"Neophylax","high",8,1
1997,"Neophylax","high",9,1
1997,"Neophylax","high",10,0
1997,"Neophylax","low",1,0
1997,"Neophylax","low",2,1
1997,"Neophylax","low",3,0
1997,"Neophylax","low",4,0
1997,"Neophylax","low",5,0
1997,"Neophylax","low",6,0
1997,"Neophylax","low",7,0
1997,"Neophylax","low",8,0
1997,"Neophylax","low",9,0
1997,"Neophylax","low",10,0
1997,"Neophylax","medium",1,1
1997,"Neophylax","medium",2,4
1997,"Neophylax","medium",3,0
1997,"Neophylax","medium",4,1
1997,"Neophylax","medium",5,0
1997,"Neophylax","medium",6,2
1997,"Neophylax","medium",7,2
1997,"Neophylax","medium",8,1
1997,"Neophylax","medium",9,2
1997,"Neophylax","medium",10,2
1997,"Onocosmoecus","control",1,0
1997,"Onocosmoecus","control",2,3
1997,"Onocosmoecus","control",3,0
1997,"Onocosmoecus","control",4,0
1997,"Onocosmoecus","control",5,1
1997,"Onocosmoecus","control",6,0
1997,"Onocosmoecus","control",7,2
1997,"Onocosmoecus","control",8,1
1997,"Onocosmoecus","control",9,1
1997,"Onocosmoecus","control",10,3
1997,"Onocosmoecus","high",1,1
1997,"Onocosmoecus","high",2,0
1997,"Onocosmoecus","high",3,0
1997,"Onocosmoecus","high",4,0
1997,"Onocosmoecus","high",5,0
1997,"Onocosmoecus","high",6,0
1997,"Onocosmoecus","high",7,0
1997,"Onocosmoecus","high",8,2
1997,"Onocosmoecus","high",9,1
1997,"Onocosmoecus","high",10,0
1997,"Onocosmoecus","medium",1,0
1997,"Onocosmoecus","medium",2,3
1997,"Onocosmoecus","medium",3,2
1997,"Onocosmoecus","medium",4,1
1997,"Onocosmoecus","medium",5,1
1997,"Onocosmoecus","medium",6,4
1997,"Onocosmoecus","medium",7,4
1997,"Onocosmoecus","medium",8,3
1997,"Onocosmoecus","medium",9,3
1997,"Onocosmoecus","medium",10,5
1997,"Oreogeton","control",1,0
1997,"Oreogeton","control",2,4
1997,"Oreogeton","control",3,4
1997,"Oreogeton","control",4,6
1997,"Oreogeton","control",5,0
1997,"Oreogeton","control",6,1
1997,"Oreogeton","control",7,0
1997,"Oreogeton","control",8,0
1997,"Oreogeton","control",9,0
1997,"Oreogeton","control",10,0
1997,"Oreogeton","high",1,0
1997,"Oreogeton","high",2,0
1997,"Oreogeton","high",3,1
1997,"Oreogeton","high",4,0
1997,"Oreogeton","high",5,3
1997,"Oreogeton","high",6,1
1997,"Oreogeton","high",7,0
1997,"Oreogeton","high",8,3
1997,"Oreogeton","high",9,4
1997,"Oreogeton","high",10,2
1997,"Oreogeton","low",1,0
1997,"Oreogeton","low",2,0
1997,"Oreogeton","low",3,0
1997,"Oreogeton","low",4,0
1997,"Oreogeton","low",5,1
1997,"Oreogeton","low",6,0
1997,"Oreogeton","low",7,0
1997,"Oreogeton","low",8,1
1997,"Oreogeton","low",9,0
1997,"Oreogeton","low",10,0
1997,"Oreogeton","medium",1,0
1997,"Oreogeton","medium",2,0
1997,"Oreogeton","medium",3,0
1997,"Oreogeton","medium",4,0
1997,"Oreogeton","medium",5,0
1997,"Oreogeton","medium",6,1
1997,"Oreogeton","medium",7,0
1997,"Oreogeton","medium",8,1
1997,"Oreogeton","medium",9,0
1997,"Oreogeton","medium",10,0
1997,"Paracapnia","control",1,0
1997,"Paracapnia","control",2,0
1997,"Paracapnia","control",3,0
1997,"Paracapnia","control",4,0
1997,"Paracapnia","control",5,0
1997,"Paracapnia","control",6,0
1997,"Paracapnia","control",7,0
1997,"Paracapnia","control",8,0
1997,"Paracapnia","control",9,0
1997,"Paracapnia","control",10,0
1997,"Paracapnia","high",1,0
1997,"Paracapnia","high",2,0
1997,"Paracapnia","high",3,0
1997,"Paracapnia","high",4,0
1997,"Paracapnia","high",5,0
1997,"Paracapnia","high",6,0
1997,"Paracapnia","high",7,0
1997,"Paracapnia","high",8,0
1997,"Paracapnia","high",9,0
1997,"Paracapnia","high",10,0
1997,"Paracapnia","medium",1,0
1997,"Paracapnia","medium",2,0
1997,"Paracapnia","medium",3,0
1997,"Paracapnia","medium",4,0
1997,"Paracapnia","medium",5,0
1997,"Paracapnia","medium",6,0
1997,"Paracapnia","medium",7,0
1997,"Paracapnia","medium",8,0
1997,"Paracapnia","medium",9,0
1997,"Paracapnia","medium",10,0
1997,"Parapsyche","control",1,0
1997,"Parapsyche","control",2,1
1997,"Parapsyche","control",3,2
1997,"Parapsyche","control",4,4
1997,"Parapsyche","control",5,0
1997,"Parapsyche","control",6,3
1997,"Parapsyche","control",7,1
1997,"Parapsyche","control",8,1
1997,"Parapsyche","control",9,6
1997,"Parapsyche","control",10,0
1997,"Parapsyche","high",1,8
1997,"Parapsyche","high",2,1
1997,"Parapsyche","high",3,7
1997,"Parapsyche","high",4,1
1997,"Parapsyche","high",5,14
1997,"Parapsyche","high",6,1
1997,"Parapsyche","high",7,2
1997,"Parapsyche","high",8,1
1997,"Parapsyche","high",9,5
1997,"Parapsyche","high",10,2
1997,"Parapsyche","low",1,2
1997,"Parapsyche","low",2,7
1997,"Parapsyche","low",3,1
1997,"Parapsyche","low",4,2
1997,"Parapsyche","low",5,9
1997,"Parapsyche","low",6,7
1997,"Parapsyche","low",7,2
1997,"Parapsyche","low",8,0
1997,"Parapsyche","low",9,3
1997,"Parapsyche","low",10,0
1997,"Parapsyche","medium",1,1
1997,"Parapsyche","medium",2,15
1997,"Parapsyche","medium",3,10
1997,"Parapsyche","medium",4,0
1997,"Parapsyche","medium",5,1
1997,"Parapsyche","medium",6,5
1997,"Parapsyche","medium",7,7
1997,"Parapsyche","medium",8,0
1997,"Parapsyche","medium",9,10
1997,"Parapsyche","medium",10,1
1997,"Pedicia","control",1,1
1997,"Pedicia","control",2,1
1997,"Pedicia","control",3,1
1997,"Pedicia","control",4,0
1997,"Pedicia","control",5,0
1997,"Pedicia","control",6,0
1997,"Pedicia","control",7,0
1997,"Pedicia","control",8,0
1997,"Pedicia","control",9,0
1997,"Pedicia","control",10,2
1997,"Pedicia","high",1,0
1997,"Pedicia","high",2,0
1997,"Pedicia","high",3,0
1997,"Pedicia","high",4,0
1997,"Pedicia","high",5,1
1997,"Pedicia","high",6,0
1997,"Pedicia","high",7,0
1997,"Pedicia","high",8,0
1997,"Pedicia","high",9,0
1997,"Pedicia","high",10,0
1997,"Pedicia","low",1,0
1997,"Pedicia","low",2,0
1997,"Pedicia","low",3,1
1997,"Pedicia","low",4,1
1997,"Pedicia","low",5,3
1997,"Pedicia","low",6,0
1997,"Pedicia","low",7,0
1997,"Pedicia","low",8,0
1997,"Pedicia","low",9,1
1997,"Pedicia","low",10,0
1997,"Pedicia","medium",1,1
1997,"Pedicia","medium",2,1
1997,"Pedicia","medium",3,0
1997,"Pedicia","medium",4,0
1997,"Pedicia","medium",5,0
1997,"Pedicia","medium",6,1
1997,"Pedicia","medium",7,0
1997,"Pedicia","medium",8,0
1997,"Pedicia","medium",9,1
1997,"Pedicia","medium",10,1
1997,"Plecoptera","control",1,0
1997,"Plecoptera","control",2,1
1997,"Plecoptera","control",3,0
1997,"Plecoptera","control",4,0
1997,"Plecoptera","control",5,0
1997,"Plecoptera","control",6,0
1997,"Plecoptera","control",7,0
1997,"Plecoptera","control",8,0
1997,"Plecoptera","control",9,0
1997,"Plecoptera","control",10,0
1997,"Plecoptera","high",1,0
1997,"Plecoptera","high",2,0
1997,"Plecoptera","high",3,0
1997,"Plecoptera","high",4,0
1997,"Plecoptera","high",5,0
1997,"Plecoptera","high",6,0
1997,"Plecoptera","high",7,0
1997,"Plecoptera","high",8,0
1997,"Plecoptera","high",9,4
1997,"Plecoptera","high",10,0
1997,"Plecoptera","medium",1,1
1997,"Plecoptera","medium",2,0
1997,"Plecoptera","medium",3,0
1997,"Plecoptera","medium",4,0
1997,"Plecoptera","medium",5,0
1997,"Plecoptera","medium",6,0
1997,"Plecoptera","medium",7,0
1997,"Plecoptera","medium",8,0
1997,"Plecoptera","medium",9,0
1997,"Plecoptera","medium",10,0
1997,"Polycentropus","control",1,0
1997,"Polycentropus","control",2,0
1997,"Polycentropus","control",3,0
1997,"Polycentropus","control",4,0
1997,"Polycentropus","control",5,0
1997,"Polycentropus","control",6,0
1997,"Polycentropus","control",7,0
1997,"Polycentropus","control",8,0
1997,"Polycentropus","control",9,0
1997,"Polycentropus","control",10,0
1997,"Polycentropus","low",1,0
1997,"Polycentropus","low",2,0
1997,"Polycentropus","low",3,0
1997,"Polycentropus","low",4,0
1997,"Polycentropus","low",5,0
1997,"Polycentropus","low",6,0
1997,"Polycentropus","low",7,0
1997,"Polycentropus","low",8,0
1997,"Polycentropus","low",9,0
1997,"Polycentropus","low",10,0
1997,"Polycentropus","medium",1,0
1997,"Polycentropus","medium",2,0
1997,"Polycentropus","medium",3,0
1997,"Polycentropus","medium",4,0
1997,"Polycentropus","medium",5,0
1997,"Polycentropus","medium",6,0
1997,"Polycentropus","medium",7,0
1997,"Polycentropus","medium",8,0
1997,"Polycentropus","medium",9,0
1997,"Polycentropus","medium",10,0
1997,"Prosimulium","control",1,1
1997,"Prosimulium","control",2,0
1997,"Prosimulium","control",3,0
1997,"Prosimulium","control",4,8
1997,"Prosimulium","control",5,0
1997,"Prosimulium","control",6,2
1997,"Prosimulium","control",7,1
1997,"Prosimulium","control",8,0
1997,"Prosimulium","control",9,14
1997,"Prosimulium","control",10,0
1997,"Prosimulium","high",1,2
1997,"Prosimulium","high",2,0
1997,"Prosimulium","high",3,0
1997,"Prosimulium","high",4,0
1997,"Prosimulium","high",5,8
1997,"Prosimulium","high",6,0
1997,"Prosimulium","high",7,6
1997,"Prosimulium","high",8,0
1997,"Prosimulium","high",9,19
1997,"Prosimulium","high",10,0
1997,"Prosimulium","low",1,4
1997,"Prosimulium","low",2,6
1997,"Prosimulium","low",3,0
1997,"Prosimulium","low",4,2
1997,"Prosimulium","low",5,1
1997,"Prosimulium","low",6,2
1997,"Prosimulium","low",7,0
1997,"Prosimulium","low",8,0
1997,"Prosimulium","low",9,0
1997,"Prosimulium","low",10,0
1997,"Prosimulium","medium",1,0
1997,"Prosimulium","medium",2,20
1997,"Prosimulium","medium",3,11
1997,"Prosimulium","medium",4,1
1997,"Prosimulium","medium",5,0
1997,"Prosimulium","medium",6,60
1997,"Prosimulium","medium",7,0
1997,"Prosimulium","medium",8,0
1997,"Prosimulium","medium",9,42
1997,"Prosimulium","medium",10,2
1997,"Pseudostenophylax","high",1,0
1997,"Pseudostenophylax","high",2,0
1997,"Pseudostenophylax","high",3,0
1997,"Pseudostenophylax","high",4,0
1997,"Pseudostenophylax","high",5,0
1997,"Pseudostenophylax","high",6,0
1997,"Pseudostenophylax","high",7,0
1997,"Pseudostenophylax","high",8,0
1997,"Pseudostenophylax","high",9,0
1997,"Pseudostenophylax","high",10,0
1997,"Pseudostenophylax","medium",1,0
1997,"Pseudostenophylax","medium",2,0
1997,"Pseudostenophylax","medium",3,0
1997,"Pseudostenophylax","medium",4,0
1997,"Pseudostenophylax","medium",5,0
1997,"Pseudostenophylax","medium",6,0
1997,"Pseudostenophylax","medium",7,0
1997,"Pseudostenophylax","medium",8,0
1997,"Pseudostenophylax","medium",9,0
1997,"Pseudostenophylax","medium",10,1
1997,"Rhithrogena","high",1,0
1997,"Rhithrogena","high",2,0
1997,"Rhithrogena","high",3,0
1997,"Rhithrogena","high",4,0
1997,"Rhithrogena","high",5,0
1997,"Rhithrogena","high",6,0
1997,"Rhithrogena","high",7,0
1997,"Rhithrogena","high",8,0
1997,"Rhithrogena","high",9,0
1997,"Rhithrogena","high",10,0
1997,"Rhyacophila","control",1,1
1997,"Rhyacophila","control",2,0
1997,"Rhyacophila","control",3,0
1997,"Rhyacophila","control",4,1
1997,"Rhyacophila","control",5,0
1997,"Rhyacophila","control",6,0
1997,"Rhyacophila","control",7,0
1997,"Rhyacophila","control",8,0
1997,"Rhyacophila","control",9,1
1997,"Rhyacophila","control",10,0
1997,"Rhyacophila","high",1,1
1997,"Rhyacophila","high",2,1
1997,"Rhyacophila","high",3,0
1997,"Rhyacophila","high",4,0
1997,"Rhyacophila","high",5,5
1997,"Rhyacophila","high",6,0
1997,"Rhyacophila","high",7,0
1997,"Rhyacophila","high",8,1
1997,"Rhyacophila","high",9,0
1997,"Rhyacophila","high",10,1
1997,"Rhyacophila","low",1,1
1997,"Rhyacophila","low",2,0
1997,"Rhyacophila","low",3,0
1997,"Rhyacophila","low",4,1
1997,"Rhyacophila","low",5,1
1997,"Rhyacophila","low",6,0
1997,"Rhyacophila","low",7,0
1997,"Rhyacophila","low",8,0
1997,"Rhyacophila","low",9,0
1997,"Rhyacophila","low",10,0
1997,"Rhyacophila","medium",1,0
1997,"Rhyacophila","medium",2,2
1997,"Rhyacophila","medium",3,1
1997,"Rhyacophila","medium",4,1
1997,"Rhyacophila","medium",5,0
1997,"Rhyacophila","medium",6,4
1997,"Rhyacophila","medium",7,2
1997,"Rhyacophila","medium",8,0
1997,"Rhyacophila","medium",9,1
1997,"Rhyacophila","medium",10,1
1997,"Tabanidae","high",1,0
1997,"Tabanidae","high",2,0
1997,"Tabanidae","high",3,0
1997,"Tabanidae","high",4,0
1997,"Tabanidae","high",5,0
1997,"Tabanidae","high",6,1
1997,"Tabanidae","high",7,0
1997,"Tabanidae","high",8,0
1997,"Tabanidae","high",9,0
1997,"Tabanidae","high",10,1
1997,"Tabanidae","medium",1,0
1997,"Tabanidae","medium",2,0
1997,"Tabanidae","medium",3,0
1997,"Tabanidae","medium",4,0
1997,"Tabanidae","medium",5,0
1997,"Tabanidae","medium",6,0
1997,"Tabanidae","medium",7,0
1997,"Tabanidae","medium",8,0
1997,"Tabanidae","medium",9,0
1997,"Tabanidae","medium",10,1
1997,"Tanypodinae","control",1,6
1997,"Tanypodinae","control",2,3
1997,"Tanypodinae","control",3,1
1997,"Tanypodinae","control",4,2
1997,"Tanypodinae","control",5,0
1997,"Tanypodinae","control",6,0
1997,"Tanypodinae","control",7,1
1997,"Tanypodinae","control",8,0
1997,"Tanypodinae","control",9,0
1997,"Tanypodinae","control",10,11
1997,"Tanypodinae","high",1,1
1997,"Tanypodinae","high",2,0
1997,"Tanypodinae","high",3,0
1997,"Tanypodinae","high",4,0
1997,"Tanypodinae","high",5,0
1997,"Tanypodinae","high",6,0
1997,"Tanypodinae","high",7,0
1997,"Tanypodinae","high",8,0
1997,"Tanypodinae","high",9,1
1997,"Tanypodinae","high",10,0
1997,"Tanypodinae","low",1,0
1997,"Tanypodinae","low",2,3
1997,"Tanypodinae","low",3,8
1997,"Tanypodinae","low",4,2
1997,"Tanypodinae","low",5,1
1997,"Tanypodinae","low",6,0
1997,"Tanypodinae","low",7,6
1997,"Tanypodinae","low",8,1
1997,"Tanypodinae","low",9,2
1997,"Tanypodinae","low",10,26
1997,"Tanypodinae","medium",1,0
1997,"Tanypodinae","medium",2,13
1997,"Tanypodinae","medium",3,0
1997,"Tanypodinae","medium",4,2
1997,"Tanypodinae","medium",5,1
1997,"Tanypodinae","medium",6,0
1997,"Tanypodinae","medium",7,0
1997,"Tanypodinae","medium",8,0
1997,"Tanypodinae","medium",9,6
1997,"Tanypodinae","medium",10,1
1997,"Tanytarsini","control",1,15
1997,"Tanytarsini","control",2,4
1997,"Tanytarsini","control",3,1
1997,"Tanytarsini","control",4,14
1997,"Tanytarsini","control",5,0
1997,"Tanytarsini","control",6,3
1997,"Tanytarsini","control",7,3
1997,"Tanytarsini","control",8,0
1997,"Tanytarsini","control",9,5
1997,"Tanytarsini","control",10,3
1997,"Tanytarsini","high",1,0
1997,"Tanytarsini","high",2,1
1997,"Tanytarsini","high",3,0
1997,"Tanytarsini","high",4,0
1997,"Tanytarsini","high",5,1
1997,"Tanytarsini","high",6,0
1997,"Tanytarsini","high",7,0
1997,"Tanytarsini","high",8,0
1997,"Tanytarsini","high",9,2
1997,"Tanytarsini","high",10,0
1997,"Tanytarsini","low",1,7
1997,"Tanytarsini","low",2,5
1997,"Tanytarsini","low",3,6
1997,"Tanytarsini","low",4,2
1997,"Tanytarsini","low",5,0
1997,"Tanytarsini","low",6,2
1997,"Tanytarsini","low",7,16
1997,"Tanytarsini","low",8,0
1997,"Tanytarsini","low",9,18
1997,"Tanytarsini","low",10,17
1997,"Tanytarsini","medium",1,1
1997,"Tanytarsini","medium",2,0
1997,"Tanytarsini","medium",3,0
1997,"Tanytarsini","medium",4,0
1997,"Tanytarsini","medium",5,2
1997,"Tanytarsini","medium",6,23
1997,"Tanytarsini","medium",7,7
1997,"Tanytarsini","medium",8,0
1997,"Tanytarsini","medium",9,41
1997,"Tanytarsini","medium",10,11
1997,"Tipula","high",1,0
1997,"Tipula","high",2,0
1997,"Tipula","high",3,0
1997,"Tipula","high",4,0
1997,"Tipula","high",5,0
1997,"Tipula","high",6,0
1997,"Tipula","high",7,0
1997,"Tipula","high",8,0
1997,"Tipula","high",9,0
1997,"Tipula","high",10,0
1997,"Tipula","medium",1,0
1997,"Tipula","medium",2,0
1997,"Tipula","medium",3,0
1997,"Tipula","medium",4,0
1997,"Tipula","medium",5,0
1997,"Tipula","medium",6,0
1997,"Tipula","medium",7,0
1997,"Tipula","medium",8,0
1997,"Tipula","medium",9,0
1997,"Tipula","medium",10,0
1997,"Trichoptera","control",1,0
1997,"Trichoptera","control",2,0
1997,"Trichoptera","control",3,0
1997,"Trichoptera","control",4,0
1997,"Trichoptera","control",5,0
1997,"Trichoptera","control",6,0
1997,"Trichoptera","control",7,2
1997,"Trichoptera","control",8,2
1997,"Trichoptera","control",9,0
1997,"Trichoptera","control",10,0
1997,"Trichoptera","high",1,0
1997,"Trichoptera","high",2,1
1997,"Trichoptera","high",3,0
1997,"Trichoptera","high",4,1
1997,"Trichoptera","high",5,10
1997,"Trichoptera","high",6,2
1997,"Trichoptera","high",7,3
1997,"Trichoptera","high",8,1
1997,"Trichoptera","high",9,2
1997,"Trichoptera","high",10,4
1997,"Trichoptera","low",1,1
1997,"Trichoptera","low",2,3
1997,"Trichoptera","low",3,0
1997,"Trichoptera","low",4,1
1997,"Trichoptera","low",5,2
1997,"Trichoptera","low",6,1
1997,"Trichoptera","low",7,0
1997,"Trichoptera","low",8,1
1997,"Trichoptera","low",9,8
1997,"Trichoptera","low",10,2
1997,"Trichoptera","medium",1,1
1997,"Trichoptera","medium",2,3
1997,"Trichoptera","medium",3,2
1997,"Trichoptera","medium",4,4
1997,"Trichoptera","medium",5,0
1997,"Trichoptera","medium",6,1
1997,"Trichoptera","medium",7,4
1997,"Trichoptera","medium",8,1
1997,"Trichoptera","medium",9,9
1997,"Trichoptera","medium",10,2
1998,"Alloperla","control",1,0
1998,"Alloperla","control",2,0
1998,"Alloperla","control",3,0
1998,"Alloperla","control",4,0
1998,"Alloperla","control",5,0
1998,"Alloperla","control",6,0
1998,"Alloperla","control",7,0
1998,"Alloperla","control",8,0
1998,"Alloperla","control",9,0
1998,"Alloperla","control",10,0
1998,"Alloperla","high",1,0
1998,"Alloperla","high",2,0
1998,"Alloperla","high",3,1
1998,"Alloperla","high",4,0
1998,"Alloperla","high",5,2
1998,"Alloperla","high",6,0
1998,"Alloperla","high",7,0
1998,"Alloperla","high",8,0
1998,"Alloperla","high",9,0
1998,"Alloperla","high",10,0
1998,"Alloperla","medium",1,0
1998,"Alloperla","medium",2,1
1998,"Alloperla","medium",3,0
1998,"Alloperla","medium",4,0
1998,"Alloperla","medium",5,0
1998,"Alloperla","medium",6,0
1998,"Alloperla","medium",7,0
1998,"Alloperla","medium",8,2
1998,"Alloperla","medium",9,0
1998,"Alloperla","medium",10,0
1998,"Amphinemura","high",1,0
1998,"Amphinemura","high",2,0
1998,"Amphinemura","high",3,0
1998,"Amphinemura","high",4,2
1998,"Amphinemura","high",5,7
1998,"Amphinemura","high",6,12
1998,"Amphinemura","high",7,2
1998,"Amphinemura","high",8,8
1998,"Amphinemura","high",9,1
1998,"Amphinemura","high",10,0
1998,"Antocha","medium",1,0
1998,"Antocha","medium",2,0
1998,"Antocha","medium",3,0
1998,"Antocha","medium",4,0
1998,"Antocha","medium",5,0
1998,"Antocha","medium",6,0
1998,"Antocha","medium",7,0
1998,"Antocha","medium",8,0
1998,"Antocha","medium",9,0
1998,"Antocha","medium",10,0
1998,"Baetis","control",1,6
1998,"Baetis","control",2,2
1998,"Baetis","control",3,2
1998,"Baetis","control",4,0
1998,"Baetis","control",5,2
1998,"Baetis","control",6,1
1998,"Baetis","control",7,4
1998,"Baetis","control",8,1
1998,"Baetis","control",9,0
1998,"Baetis","control",10,1
1998,"Baetis","high",1,37
1998,"Baetis","high",2,35
1998,"Baetis","high",3,13
1998,"Baetis","high",4,54
1998,"Baetis","high",5,21
1998,"Baetis","high",6,63
1998,"Baetis","high",7,17
1998,"Baetis","high",8,46
1998,"Baetis","high",9,16
1998,"Baetis","high",10,23
1998,"Baetis","low",1,13
1998,"Baetis","low",2,4
1998,"Baetis","low",3,11
1998,"Baetis","low",4,12
1998,"Baetis","low",5,5
1998,"Baetis","low",6,1
1998,"Baetis","low",7,1
1998,"Baetis","low",8,10
1998,"Baetis","low",9,2
1998,"Baetis","low",10,2
1998,"Baetis","medium",1,3
1998,"Baetis","medium",2,6
1998,"Baetis","medium",3,3
1998,"Baetis","medium",4,4
1998,"Baetis","medium",5,16
1998,"Baetis","medium",6,7
1998,"Baetis","medium",7,6
1998,"Baetis","medium",8,4
1998,"Baetis","medium",9,28
1998,"Baetis","medium",10,1
1998,"Ceratopogonidae","control",1,10
1998,"Ceratopogonidae","control",2,8
1998,"Ceratopogonidae","control",3,6
1998,"Ceratopogonidae","control",4,10
1998,"Ceratopogonidae","control",5,6
1998,"Ceratopogonidae","control",6,5
1998,"Ceratopogonidae","control",7,4
1998,"Ceratopogonidae","control",8,20
1998,"Ceratopogonidae","control",9,15
1998,"Ceratopogonidae","control",10,6
1998,"Ceratopogonidae","high",1,4
1998,"Ceratopogonidae","high",2,0
1998,"Ceratopogonidae","high",3,5
1998,"Ceratopogonidae","high",4,6
1998,"Ceratopogonidae","high",5,2
1998,"Ceratopogonidae","high",6,40
1998,"Ceratopogonidae","high",7,34
1998,"Ceratopogonidae","high",8,6
1998,"Ceratopogonidae","high",9,6
1998,"Ceratopogonidae","high",10,4
1998,"Ceratopogonidae","low",1,8
1998,"Ceratopogonidae","low",2,5
1998,"Ceratopogonidae","low",3,1
1998,"Ceratopogonidae","low",4,6
1998,"Ceratopogonidae","low",5,5
1998,"Ceratopogonidae","low",6,10
1998,"Ceratopogonidae","low",7,3
1998,"Ceratopogonidae","low",8,14
1998,"Ceratopogonidae","low",9,1
1998,"Ceratopogonidae","low",10,4
1998,"Ceratopogonidae","medium",1,2
1998,"Ceratopogonidae","medium",2,22
1998,"Ceratopogonidae","medium",3,9
1998,"Ceratopogonidae","medium",4,9
1998,"Ceratopogonidae","medium",5,20
1998,"Ceratopogonidae","medium",6,12
1998,"Ceratopogonidae","medium",7,44
1998,"Ceratopogonidae","medium",8,21
1998,"Ceratopogonidae","medium",9,19
1998,"Ceratopogonidae","medium",10,14
1998,"Chelifera","control",1,0
1998,"Chelifera","control",2,0
1998,"Chelifera","control",3,0
1998,"Chelifera","control",4,0
1998,"Chelifera","control",5,1
1998,"Chelifera","control",6,0
1998,"Chelifera","control",7,0
1998,"Chelifera","control",8,2
1998,"Chelifera","control",9,0
1998,"Chelifera","control",10,0
1998,"Chelifera","high",1,0
1998,"Chelifera","high",2,0
1998,"Chelifera","high",3,0
1998,"Chelifera","high",4,0
1998,"Chelifera","high",5,1
1998,"Chelifera","high",6,0
1998,"Chelifera","high",7,1
1998,"Chelifera","high",8,0
1998,"Chelifera","high",9,0
1998,"Chelifera","high",10,1
1998,"Chelifera","low",1,1
1998,"Chelifera","low",2,0
1998,"Chelifera","low",3,0
1998,"Chelifera","low",4,0
1998,"Chelifera","low",5,1
1998,"Chelifera","low",6,0
1998,"Chelifera","low",7,0
1998,"Chelifera","low",8,1
1998,"Chelifera","low",9,1
1998,"Chelifera","low",10,0
1998,"Chelifera","medium",1,0
1998,"Chelifera","medium",2,0
1998,"Chelifera","medium",3,2
1998,"Chelifera","medium",4,0
1998,"Chelifera","medium",5,0
1998,"Chelifera","medium",6,0
1998,"Chelifera","medium",7,1
1998,"Chelifera","medium",8,0
1998,"Chelifera","medium",9,0
1998,"Chelifera","medium",10,0
1998,"Cheumatopsyche","high",1,0
1998,"Cheumatopsyche","high",2,0
1998,"Cheumatopsyche","high",3,0
1998,"Cheumatopsyche","high",4,0
1998,"Cheumatopsyche","high",5,0
1998,"Cheumatopsyche","high",6,0
